,16896,15255,16434,19178,18644,16793,16716,18296,17531,18745,9201,17075,16802,17309,17706,16908,19054,16863,17293,16999,16804,16904,18311,18211,19553,18661,18431,16970,18888,19382,17036,19035,17338,18675,17059,15622
2022-05-13T16:00:00-04:00,10.0,,,,,,,,,,,,,,4.0,,,,,,,,,,,,38.0,,,,,,,,,
2022-05-13T17:00:00-04:00,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,
2022-05-13T18:00:00-04:00,8.0,,,,,,,,,,,,,,11.0,,,,,15.0,,,,,,,,,,,,,,,,
2022-05-16T00:00:00-04:00,4.0,,3.0,,10.0,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,
2022-05-16T01:00:00-04:00,4.0,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,
2022-05-16T02:00:00-04:00,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-17T22:00:00-04:00,2.0,18.0,,2.0,,56.0,,,,1.0,,4.0,1.0,,,,,25.0,3.0,1.0,,,4.0,2.0,36.0,5.0,,17.0,,7.0,,7.0,2.0,,1.0,
2022-05-21T21:00:00-04:00,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-23T02:00:00-04:00,10.0,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-24T21:00:00-04:00,2.0,,,4.0,1.0,2.0,,,32.0,,,,,,4.0,3.0,,20.0,17.0,1.0,2.0,20.0,,3.0,,6.0,5.0,,11.0,6.0,4.0,,,,,6.0
2022-05-25T15:00:00-04:00,2.0,,,,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,17.0,,,,,
2022-05-25T21:00:00-04:00,6.0,,,18.0,,,,,,,,,,,,,,,13.0,,64.0,,,,,2.0,,,,,,,,,,
2022-06-02T21:00:00-04:00,10.0,6.0,49.0,2.0,,1.0,3.0,1.0,1.0,1.0,,6.0,,32.0,,3.0,10.0,8.0,63.0,8.0,2.0,,3.0,,,,3.0,44.0,,,12.0,1.0,2.0,,1.0,3.0
2022-06-05T15:00:00-04:00,7.0,,,24.0,,,,,,,,109.0,,,,,,,,,,,,,,11.0,,,,,,,17.0,,,10.0
2022-06-05T21:00:00-04:00,46.0,,,,,,3.0,,,,,,,,,,,,,,,,,,15.0,4.0,,,,,,,1.0,,,
2022-06-05T23:00:00-04:00,19.0,,,,,8.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,195.0,,,
2022-06-07T22:00:00-04:00,2.0,35.0,2.0,,,2.0,3.0,6.0,3.0,1.0,,1.0,,1.0,6.0,,,,,,2.0,,4.0,,,,3.0,,,1.0,,3.0,3.0,,,
2022-06-08T13:00:00-04:00,2.0,,,1.0,,,14.0,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,
2022-06-12T23:00:00-04:00,11.0,,,,,2.0,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,15.0,
2022-06-13T00:00:00-04:00,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-13T02:00:00-04:00,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-14T21:00:00-04:00,2.0,2.0,,3.0,8.0,3.0,5.0,,,3.0,,18.0,,,1.0,5.0,,8.0,35.0,19.0,,,6.0,9.0,,57.0,2.0,,,,3.0,,,,1.0,1.0
2022-06-17T00:00:00-04:00,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-19T23:00:00-04:00,2.0,,,,,98.0,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,
2022-06-21T22:00:00-04:00,3.0,5.0,,,,16.0,,,4.0,1.0,,4.0,1.0,,4.0,,,1.0,,10.0,29.0,,4.0,,35.0,,,11.0,,40.0,29.0,7.0,40.0,,1.0,9.0
2022-06-23T22:00:00-04:00,2.0,24.0,9.0,,,,4.0,1.0,,3.0,,,1.0,,3.0,,,,,,,,1.0,2.0,,,,1.0,,2.0,3.0,,,,,3.0
2022-06-25T16:00:00-04:00,14.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,
2022-06-26T22:00:00-04:00,8.0,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,24.0,6.0
2022-06-26T23:00:00-04:00,50.0,,,,,10.0,,,,,,,,,,,,,11.0,,,,,,,3.0,,,,,,,,,10.0,
2022-06-27T02:00:00-04:00,11.0,,,,,,28.0,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,
2022-06-28T21:00:00-04:00,2.0,7.0,20.0,2.0,1.0,,,,,4.0,,41.0,,,,6.0,,2.0,4.0,4.0,,,3.0,56.0,,,,,,,,1.0,,,3.0,7.0
2022-06-30T00:00:00-04:00,27.0,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-30T01:00:00-04:00,20.0,,,19.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-30T21:00:00-04:00,2.0,40.0,,3.0,,8.0,,,,258.0,2.0,58.0,,,3.0,4.0,,4.0,28.0,1.0,63.0,,,,,,9.0,,3.0,,103.0,9.0,,,,5.0
2022-06-30T22:00:00-04:00,13.0,4.0,2.0,3.0,,,6.0,,3.0,,,1.0,3.0,,,,,,,,66.0,,3.0,2.0,,,,,,1.0,14.0,,3.0,,2.0,21.0
2022-07-01T19:00:00-04:00,10.0,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-05T21:00:00-04:00,5.0,12.0,,4.0,,2.0,4.0,,3.0,13.0,91.0,,,,6.0,6.0,,,34.0,1.0,,,2.0,2.0,,3.0,,5.0,,,,,1.0,,,4.0
2022-07-07T21:00:00-04:00,2.0,17.0,,3.0,,,,,,,,,,,,3.0,3.0,,,1.0,2.0,,2.0,,,10.0,2.0,,,,,,,,,6.0
2022-07-07T22:00:00-04:00,6.0,,50.0,,,3.0,3.0,1.0,,3.0,14.0,1.0,5.0,,,,1.0,,3.0,,,,,2.0,,,,3.0,4.0,,2.0,3.0,2.0,,1.0,
2022-07-10T15:00:00-04:00,12.0,,,,,,,,,,,,,,,,,,,,3.0,,,9.0,,,,,,,,,,,,
2022-07-10T16:00:00-04:00,6.0,,,,,,,,20.0,,,,,,,,,,,,2.0,,,62.0,,,,,,,,,,,,
2022-07-11T01:00:00-04:00,8.0,,,,,,,,,,,,25.0,,,,,,,,,,,,,30.0,,13.0,,,,,49.0,,,
2022-07-11T17:00:00-04:00,6.0,,13.0,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,
2022-07-12T22:00:00-04:00,2.0,1.0,15.0,3.0,2.0,2.0,,2.0,14.0,,,,2.0,,,4.0,,27.0,1.0,14.0,6.0,,2.0,,,,,4.0,5.0,,3.0,,1.0,,9.0,
2022-07-14T22:00:00-04:00,4.0,1.0,1.0,,,,,,11.0,,11.0,,1.0,1.0,,,,,1.0,,7.0,,3.0,5.0,,,,1.0,,,,,,,,
2022-07-16T16:00:00-04:00,9.0,6.0,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,6.0,,1.0,
2022-07-18T00:00:00-04:00,8.0,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,15.0,,11.0,
2022-07-18T19:00:00-04:00,2.0,,8.0,,,,,,,,,,,,,,,,,12.0,,,,,,,16.0,,,,,,,,,
2022-07-18T20:00:00-04:00,8.0,,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-19T21:00:00-04:00,16.0,1.0,5.0,,12.0,2.0,6.0,2.0,,,,,,,3.0,,,5.0,29.0,2.0,6.0,,,,,21.0,9.0,,,37.0,,1.0,2.0,,,3.0
2022-07-19T22:00:00-04:00,3.0,,10.0,,15.0,,2.0,,,,,,1.0,,8.0,,7.0,,,2.0,3.0,,2.0,5.0,,,,,12.0,1.0,4.0,,,,10.0,
2022-07-19T23:00:00-04:00,5.0,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,2.0,,3.0,,1.0,,,
2022-07-21T22:00:00-04:00,2.0,,,,,144.0,3.0,14.0,,,,10.0,4.0,,,,,,4.0,,,,,2.0,,,,2.0,,,3.0,,,,,4.0
2022-07-21T23:00:00-04:00,9.0,,1.0,,,20.0,3.0,,,,,2.0,,,,,,,,,3.0,,,,,,,,,,,,,,,
2022-07-23T13:00:00-04:00,8.0,9.0,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,
2022-07-26T13:00:00-04:00,6.0,2.0,,,,,,,,,,,,,11.0,,,,,,,,,3.0,8.0,,,,,,,,3.0,,,
2022-07-26T21:00:00-04:00,5.0,,,,12.0,,,,,4.0,,27.0,72.0,7.0,3.0,,,11.0,24.0,3.0,7.0,14.0,,,,,15.0,,,,3.0,,,,,6.0
2022-07-28T22:00:00-04:00,4.0,2.0,,4.0,1.0,20.0,1.0,2.0,3.0,,,7.0,2.0,,3.0,13.0,7.0,4.0,5.0,,2.0,,,6.0,1.0,,28.0,,,1.0,,,,,17.0,1.0
2022-07-30T12:00:00-04:00,9.0,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,17.0,,11.0,
2022-07-30T13:00:00-04:00,6.0,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,2.0,
2022-07-30T22:00:00-04:00,5.0,,,,,,2.0,27.0,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,
2022-07-30T23:00:00-04:00,18.0,,2.0,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-31T10:00:00-04:00,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
2022-07-31T14:00:00-04:00,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,8.0,,,
2022-07-31T15:00:00-04:00,14.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,
2022-07-31T16:00:00-04:00,23.0,,,,,,,,,,,,,,,,,,3.0,,15.0,,,,,19.0,,,,,,,25.0,,,
